transaction_id,date,card_category,revenue,interest_earned,total_trans_amt,annual_fees,total_trans_count,customer_job,education_level,use_chip,exp_type,quarter,month,gender,age_group,income_group
T0002494,2023-06-03,Platinum,18.33,2.61,472.31,0,2,Retirees,High School,Swipe,Grocery,Q2,Jun,M,40-50,Low
T0002495,2023-12-01,Blue,100.1,30.44,1921.72,0,5,Blue-collar,High School,Chip,Entertainment,Q4,Dec,M,60+,Med
T0002496,2023-06-01,Blue,28.25,16.88,799.0,0,1,Blue-collar,Graduate,Swipe,Food,Q2,Jun,M,40-50,Low
T0002497,2023-04-18,Platinum,25.15,18.39,1289.7,99,4,Blue-collar,Graduate,Swipe,Food,Q2,Apr,F,40-50,Med
T0002498,2023-11-04,Blue,61.7,13.42,1553.6,49,1,Blue-collar,High School,Swipe,Grocery,Q4,Nov,M,60+,High
T0002499,2023-01-19,Blue,97.19,10.91,1624.03,99,2,Blue-collar,Uneducated,Swipe,Grocery,Q1,Jan,F,30-40,High
T0002500,2023-08-13,Blue,13.26,1.73,356.42,0,1,Businessman,Post-Graduate,Chip,Fuel,Q3,Aug,M,50-60,High
T0002501,2023-06-20,Blue,36.03,27.94,1069.7,99,5,White-collar,Uneducated,Chip,Bills,Q2,Jun,M,50-60,High
T0002502,2023-12-31,Blue,30.55,5.0,756.85,0,5,Govt,Graduate,Swipe,Fuel,Q4,Dec,M,40-50,Low
T0002503,2023-12-03,Silver,22.43,21.21,1195.05,199,1,Businessman,Doctorate,Swipe,Grocery,Q4,Dec,F,40-50,Low
T0002504,2023-11-04,Blue,86.22,44.86,1625.08,0,3,White-collar,Post-Graduate,Swipe,Bills,Q4,Nov,M,30-40,High
T0002505,2023-04-18,Gold,40.16,12.66,694.87,0,5,Blue-collar,Unknown,Swipe,Entertainment,Q2,Apr,M,30-40,High
T0002506,2023-12-20,Blue,34.77,30.82,2166.47,49,3,Selfemployed,Uneducated,Swipe,Food,Q4,Dec,F,40-50,High
T0002507,2023-05-21,Blue,5.83,1.22,199.78,49,3,Selfemployed,Uneducated,Chip,Entertainment,Q2,May,F,20-30,High
T0002508,2023-11-19,Blue,4.32,0.83,211.01,49,4,Blue-collar,Uneducated,Swipe,Travel,Q4,Nov,M,40-50,High
T0002509,2023-12-26,Blue,18.01,19.7,753.36,0,1,Businessman,Unknown,Swipe,Grocery,Q4,Dec,M,40-50,Low
T0002510,2023-02-24,Blue,72.74,16.13,1289.12,0,1,Businessman,High School,Chip,Entertainment,Q1,Feb,M,30-40,Med
T0002511,2023-11-05,Blue,28.13,26.16,1333.63,0,5,Retirees,Unknown,Swipe,Grocery,Q4,Nov,M,60+,Med
T0002512,2023-01-10,Blue,4.6,3.26,121.66,0,4,Businessman,Unknown,Swipe,Fuel,Q1,Jan,F,40-50,Med
T0002513,2023-12-16,Blue,3.14,3.41,126.97,0,1,Businessman,Uneducated,Swipe,Fuel,Q4,Dec,M,40-50,High
T0002514,2023-05-15,Blue,18.21,1.21,325.71,0,5,Blue-collar,Uneducated,Swipe,Bills,Q2,May,M,50-60,High
T0002515,2023-02-05,Platinum,29.81,20.6,2074.61,49,3,Selfemployed,High School,Chip,Grocery,Q1,Feb,M,40-50,Med
T0002516,2023-09-19,Blue,18.64,16.56,585.61,199,3,White-collar,Post-Graduate,Swipe,Fuel,Q3,Sep,F,50-60,High
T0002517,2023-03-14,Blue,2.15,2.1,109.2,49,2,Businessman,Uneducated,Chip,Fuel,Q1,Mar,F,40-50,Med
T0002518,2023-03-29,Silver,52.25,23.06,1058.11,0,4,Retirees,High School,Chip,Bills,Q1,Mar,M,30-40,High
T0002519,2023-03-18,Blue,3.27,1.17,126.95,49,4,Blue-collar,Uneducated,Swipe,Food,Q1,Mar,F,40-50,Low
T0002520,2023-10-20,Silver,91.54,13.6,1608.17,0,1,White-collar,Post-Graduate,Swipe,Bills,Q4,Oct,F,30-40,High
T0002521,2023-05-14,Blue,95.4,15.61,2443.01,49,2,Govt,Unknown,Chip,Food,Q2,May,M,40-50,High
T0002522,2023-09-18,Gold,35.04,69.07,2462.94,49,4,Govt,Doctorate,Swipe,Food,Q3,Sep,F,40-50,High
T0002523,2023-11-09,Blue,31.52,15.57,635.54,199,5,Retirees,Graduate,Swipe,Fuel,Q4,Nov,M,40-50,Low
T0002524,2023-11-14,Blue,33.11,26.33,1516.49,99,3,Selfemployed,Uneducated,Swipe,Bills,Q4,Nov,F,40-50,Med
T0002525,2023-11-13,Blue,25.74,16.73,819.75,49,2,Blue-collar,Graduate,Chip,Bills,Q4,Nov,F,50-60,Med
T0002526,2023-08-24,Blue,59.26,34.83,1640.45,0,4,White-collar,High School,Chip,Entertainment,Q3,Aug,F,40-50,Med
T0002527,2023-10-07,Blue,70.63,32.68,1545.37,0,2,Selfemployed,Post-Graduate,Swipe,Bills,Q4,Oct,F,50-60,Low
T0002528,2023-06-15,Platinum,36.73,5.99,1006.05,0,3,Businessman,Post-Graduate,Swipe,Food,Q2,Jun,M,30-40,Med
T0002529,2023-01-29,Blue,11.79,4.4,261.6,199,2,Businessman,Unknown,Swipe,Food,Q1,Jan,F,50-60,Low
T0002530,2023-03-26,Blue,19.44,13.68,457.77,199,2,Retirees,Graduate,Swipe,Grocery,Q1,Mar,M,20-30,Med
T0002531,2023-04-20,Gold,15.54,9.28,790.98,0,2,White-collar,Post-Graduate,Swipe,Food,Q2,Apr,F,50-60,Med
T0002532,2023-12-21,Blue,47.31,22.3,990.19,99,4,Retirees,Uneducated,Chip,Bills,Q4,Dec,M,30-40,Low
T0002533,2023-05-17,Blue,63.4,65.88,2341.52,199,5,Selfemployed,Doctorate,Swipe,Bills,Q2,May,M,50-60,High
T0002534,2023-04-12,Platinum,24.72,16.06,1049.4,0,3,White-collar,High School,Swipe,Bills,Q2,Apr,F,30-40,Low
T0002535,2023-05-24,Platinum,1.86,1.35,60.05,49,2,Retirees,Unknown,Swipe,Food,Q2,May,M,40-50,Med
T0002536,2023-10-01,Silver,56.27,11.25,1314.67,199,5,Selfemployed,High School,Chip,Bills,Q4,Oct,F,40-50,High
T0002537,2023-02-15,Blue,49.18,18.46,1256.37,0,2,Govt,Graduate,Swipe,Fuel,Q1,Feb,M,40-50,High
T0002538,2023-12-24,Gold,48.24,27.19,1198.41,49,3,Selfemployed,Unknown,Chip,Grocery,Q4,Dec,M,50-60,High
T0002539,2023-12-24,Gold,53.42,20.17,1249.02,49,3,Selfemployed,Post-Graduate,Chip,Entertainment,Q4,Dec,F,40-50,High
T0002540,2023-04-08,Blue,52.09,34.08,1285.99,199,2,Retirees,Post-Graduate,Swipe,Grocery,Q2,Apr,F,50-60,High
T0002541,2023-08-28,Blue,9.17,3.7,338.95,0,2,Govt,Graduate,Chip,Fuel,Q3,Aug,M,40-50,Med
T0002542,2023-07-30,Platinum,108.45,23.17,2455.74,0,4,Blue-collar,Doctorate,Chip,Bills,Q3,Jul,F,40-50,High
T0002543,2023-01-29,Blue,33.73,16.02,1355.5,0,3,Selfemployed,Post-Graduate,Swipe,Fuel,Q1,Jan,M,30-40,Med
T0002544,2023-10-22,Blue,27.68,5.85,1106.04,0,4,Businessman,Post-Graduate,Chip,Travel,Q4,Oct,M,40-50,Low
T0002545,2023-07-29,Blue,4.78,4.25,170.11,99,3,Selfemployed,Unknown,Swipe,Fuel,Q3,Jul,M,50-60,Med
T0002546,2023-05-15,Blue,12.54,5.76,381.61,0,3,Retirees,Uneducated,Swipe,Grocery,Q2,May,M,60+,High
T0002547,2023-07-22,Blue,32.01,18.91,698.34,0,2,Retirees,Doctorate,Chip,Grocery,Q3,Jul,F,50-60,High
T0002548,2023-04-18,Blue,63.54,52.99,1975.59,0,1,Selfemployed,Doctorate,Chip,Fuel,Q2,Apr,F,30-40,High
T0002549,2023-07-10,Blue,95.85,6.33,2459.44,49,4,Govt,Graduate,Swipe,Bills,Q3,Jul,M,40-50,Low
T0002550,2023-07-16,Blue,25.98,12.85,636.59,0,3,Selfemployed,Unknown,Chip,Grocery,Q3,Jul,F,50-60,Low
T0002551,2023-06-09,Silver,77.74,12.32,1747.39,99,4,Businessman,High School,Swipe,Grocery,Q2,Jun,F,40-50,Low
T0002552,2023-11-08,Blue,44.0,45.26,1839.9,0,3,Govt,Uneducated,Swipe,Travel,Q4,Nov,M,30-40,Med
T0002553,2023-03-22,Blue,41.11,33.96,1638.03,199,1,Selfemployed,Doctorate,Online,Entertainment,Q1,Mar,M,50-60,Low
T0002554,2023-01-21,Blue,32.19,53.67,2072.06,199,2,Selfemployed,High School,Chip,Bills,Q1,Jan,M,60+,High
T0002555,2023-09-18,Blue,37.77,27.97,978.34,49,4,Govt,Doctorate,Swipe,Travel,Q3,Sep,F,30-40,Med
T0002556,2023-01-28,Silver,39.77,13.11,2038.73,0,5,White-collar,Uneducated,Chip,Fuel,Q1,Jan,M,30-40,Med
T0002557,2023-05-01,Blue,101.93,35.28,2269.27,99,5,Blue-collar,Post-Graduate,Swipe,Grocery,Q2,May,M,30-40,High
T0002558,2023-09-01,Blue,26.39,22.5,1646.55,0,2,Govt,High School,Swipe,Bills,Q3,Sep,F,20-30,High
T0002559,2023-02-06,Blue,39.19,23.45,1759.75,199,4,Businessman,Doctorate,Swipe,Food,Q1,Feb,F,30-40,Low
T0002560,2023-08-24,Blue,21.62,33.13,1187.42,0,3,Selfemployed,Unknown,Chip,Fuel,Q3,Aug,F,40-50,High
T0002561,2023-08-18,Blue,42.71,29.37,1003.55,0,3,Selfemployed,Doctorate,Chip,Bills,Q3,Aug,M,30-40,Med
T0002562,2023-10-26,Platinum,78.21,0.56,2243.91,49,5,Govt,Unknown,Chip,Bills,Q4,Oct,F,40-50,Med
T0002563,2023-09-15,Blue,51.89,33.87,1263.3,0,5,Retirees,Post-Graduate,Chip,Entertainment,Q3,Sep,F,50-60,Low
T0002564,2023-02-05,Blue,17.46,11.9,470.4,0,2,Retirees,Graduate,Swipe,Food,Q1,Feb,F,40-50,High
T0002565,2023-03-25,Blue,40.02,30.98,1054.09,0,1,Retirees,Uneducated,Chip,Bills,Q1,Mar,F,40-50,Med
T0002566,2023-11-16,Platinum,75.28,42.88,1587.04,49,1,White-collar,High School,Swipe,Bills,Q4,Nov,M,50-60,High
T0002567,2023-12-30,Gold,32.66,29.27,1857.69,0,1,Retirees,Graduate,Swipe,Entertainment,Q4,Dec,F,60+,High
T0002568,2023-03-30,Blue,52.57,23.63,1026.56,0,1,Businessman,High School,Swipe,Grocery,Q1,Mar,M,20-30,Med
T0002569,2023-03-28,Blue,20.33,0.33,613.31,99,1,Retirees,Uneducated,Swipe,Entertainment,Q1,Mar,F,30-40,High
T0002570,2023-02-09,Platinum,10.66,3.9,201.77,0,4,White-collar,Doctorate,Swipe,Entertainment,Q1,Feb,M,40-50,High
T0002571,2023-08-03,Blue,15.26,3.27,273.55,99,5,Retirees,High School,Chip,Entertainment,Q3,Aug,F,40-50,High
T0002572,2023-12-17,Gold,27.35,4.35,2444.95,0,2,Businessman,Unknown,Swipe,Bills,Q4,Dec,F,30-40,Low
T0002573,2023-09-03,Blue,86.72,49.19,1663.22,0,3,Blue-collar,High School,Chip,Bills,Q3,Sep,M,40-50,Med
T0002574,2023-08-11,Silver,44.87,15.21,1835.36,0,1,White-collar,Unknown,Swipe,Bills,Q3,Aug,F,30-40,Med
T0002575,2023-09-22,Blue,44.62,39.44,1472.77,99,5,White-collar,Post-Graduate,Swipe,Bills,Q3,Sep,F,30-40,Med
T0002576,2023-03-23,Silver,81.27,32.08,2111.89,0,1,Businessman,High School,Chip,Fuel,Q1,Mar,M,20-30,Low
T0002577,2023-03-20,Blue,76.75,11.21,1671.11,49,1,Businessman,High School,Swipe,Bills,Q1,Mar,M,20-30,Low
T0002578,2023-03-06,Blue,59.81,16.46,1661.88,199,2,Retirees,Doctorate,Swipe,Entertainment,Q1,Mar,F,50-60,Med
T0002579,2023-10-20,Silver,20.78,1.28,490.6,0,1,White-collar,Uneducated,Chip,Bills,Q4,Oct,F,50-60,Low
T0002580,2023-12-31,Platinum,16.14,0.66,367.3,0,2,Govt,Uneducated,Swipe,Fuel,Q4,Dec,M,50-60,Low
T0002581,2023-08-12,Blue,11.48,9.54,543.84,99,4,Blue-collar,Uneducated,Online,Bills,Q3,Aug,F,30-40,High
T0002582,2023-03-14,Blue,86.31,8.05,1777.04,99,2,Businessman,Graduate,Swipe,Fuel,Q1,Mar,F,50-60,High
T0002583,2023-09-12,Blue,140.72,53.63,2391.25,49,4,White-collar,High School,Swipe,Entertainment,Q3,Sep,M,40-50,Low
T0002584,2023-11-21,Blue,0.29,0.05,28.0,49,5,Selfemployed,High School,Online,Food,Q4,Nov,F,30-40,High
T0002585,2023-12-27,Platinum,11.2,2.31,787.28,199,4,Blue-collar,Post-Graduate,Swipe,Food,Q4,Dec,F,40-50,High
T0002586,2023-11-24,Blue,59.54,33.03,2185.0,0,2,Businessman,Unknown,Swipe,Grocery,Q4,Nov,F,40-50,Med
T0002587,2023-06-15,Blue,35.3,8.87,635.57,0,5,Govt,Post-Graduate,Chip,Fuel,Q2,Jun,M,20-30,High
T0002588,2023-06-10,Silver,46.08,25.18,1235.57,0,1,Blue-collar,Unknown,Chip,Entertainment,Q2,Jun,F,40-50,Med
T0002589,2023-11-02,Platinum,24.83,57.8,2029.01,49,3,Selfemployed,High School,Chip,Grocery,Q4,Nov,F,40-50,Low
T0002590,2023-04-20,Blue,10.07,21.86,792.01,0,5,Businessman,High School,Swipe,Bills,Q2,Apr,F,40-50,Med
T0002591,2023-07-24,Blue,13.25,21.54,811.66,0,3,Businessman,High School,Swipe,Bills,Q3,Jul,F,60+,Med
T0002592,2023-06-19,Blue,17.26,6.58,976.93,99,3,Blue-collar,Graduate,Swipe,Entertainment,Q2,Jun,M,50-60,Med
T0002593,2023-05-28,Blue,47.9,10.38,1250.51,199,5,White-collar,Unknown,Swipe,Travel,Q2,May,M,40-50,High
T0002594,2023-01-16,Platinum,46.5,3.69,1435.21,0,5,Businessman,Doctorate,Swipe,Grocery,Q1,Jan,F,30-40,High
T0002595,2023-09-08,Silver,34.95,25.8,938.52,99,1,Govt,Post-Graduate,Swipe,Bills,Q3,Sep,F,50-60,Low
T0002596,2023-10-06,Blue,21.19,5.15,550.39,0,5,Retirees,Post-Graduate,Swipe,Travel,Q4,Oct,F,20-30,Med
T0002597,2023-08-28,Platinum,57.65,10.51,1994.35,99,3,Blue-collar,Post-Graduate,Swipe,Fuel,Q3,Aug,F,50-60,High
T0002598,2023-04-08,Blue,104.35,39.72,2258.01,0,2,Blue-collar,Doctorate,Swipe,Travel,Q2,Apr,M,30-40,Low
T0002599,2023-01-26,Gold,21.6,0.93,1073.33,0,2,Blue-collar,Uneducated,Chip,Grocery,Q1,Jan,M,40-50,Med
T0002600,2023-06-17,Gold,72.66,11.77,1512.8,0,5,Retirees,Unknown,Swipe,Bills,Q2,Jun,F,40-50,Med
T0002601,2023-09-16,Blue,48.96,31.85,1245.77,0,2,Retirees,High School,Online,Entertainment,Q3,Sep,M,40-50,Low
T0002602,2023-07-06,Blue,10.97,2.87,444.85,49,5,White-collar,Post-Graduate,Swipe,Bills,Q3,Jul,M,40-50,High
T0002603,2023-09-16,Blue,28.72,4.3,627.04,99,1,Retirees,Post-Graduate,Swipe,Bills,Q3,Sep,M,30-40,Med
T0002604,2023-03-07,Platinum,52.1,4.79,1137.12,49,3,Retirees,High School,Chip,Bills,Q1,Mar,F,50-60,High
T0002605,2023-09-16,Gold,9.11,0.85,476.91,0,5,Businessman,Post-Graduate,Online,Bills,Q3,Sep,F,50-60,Low
T0002606,2023-10-05,Blue,77.7,18.6,1700.02,199,5,Blue-collar,High School,Chip,Entertainment,Q4,Oct,F,50-60,Low
T0002607,2023-06-08,Gold,5.03,4.09,203.4,99,4,Selfemployed,Graduate,Chip,Travel,Q2,Jun,M,20-30,High
T0002608,2023-08-18,Blue,30.03,21.59,727.51,199,4,Govt,Uneducated,Online,Grocery,Q3,Aug,M,30-40,Med
T0002609,2023-12-22,Blue,61.61,5.51,1334.49,199,1,Govt,Post-Graduate,Online,Bills,Q4,Dec,F,50-60,Low
T0002610,2023-05-30,Silver,28.54,11.81,1450.34,199,4,Selfemployed,High School,Swipe,Grocery,Q2,May,F,40-50,High
T0002611,2023-12-06,Silver,32.25,8.08,807.14,0,1,Blue-collar,Graduate,Swipe,Grocery,Q4,Dec,M,30-40,High
T0002612,2023-11-02,Platinum,32.45,3.98,847.01,0,4,Selfemployed,Unknown,Swipe,Travel,Q4,Nov,M,50-60,Med
T0002613,2023-02-17,Blue,106.74,57.18,2166.75,99,4,Retirees,Doctorate,Chip,Grocery,Q1,Feb,F,40-50,High
T0002614,2023-09-02,Blue,111.75,10.99,2274.53,0,1,Blue-collar,High School,Chip,Bills,Q3,Sep,M,60+,Med
T0002615,2023-12-02,Blue,23.97,1.15,1288.4,49,3,White-collar,High School,Swipe,Entertainment,Q4,Dec,F,50-60,Low
T0002616,2023-03-29,Blue,49.56,4.74,1654.51,199,5,Businessman,Doctorate,Swipe,Grocery,Q1,Mar,F,20-30,Med
T0002617,2023-12-30,Blue,23.59,3.09,547.2,199,1,Selfemployed,Uneducated,Swipe,Travel,Q4,Dec,F,40-50,Low
T0002618,2023-09-13,Silver,15.7,1.63,466.35,0,5,White-collar,High School,Chip,Grocery,Q3,Sep,F,40-50,Low
T0002619,2023-01-14,Blue,80.04,20.85,2395.04,49,1,White-collar,Unknown,Swipe,Entertainment,Q1,Jan,F,30-40,High
T0002620,2023-09-21,Blue,79.51,20.47,1887.57,99,2,Blue-collar,High School,Swipe,Fuel,Q3,Sep,M,30-40,Low
T0002621,2023-09-22,Blue,6.81,2.57,289.6,49,1,Selfemployed,Unknown,Swipe,Grocery,Q3,Sep,F,40-50,High
T0002622,2023-05-22,Blue,34.59,12.14,1125.81,0,2,Govt,Unknown,Chip,Bills,Q2,May,M,40-50,Low
T0002623,2023-02-04,Blue,74.4,52.06,1753.62,0,2,Selfemployed,Graduate,Swipe,Bills,Q1,Feb,M,50-60,Med
T0002624,2023-04-11,Blue,13.48,12.79,476.9,0,3,White-collar,High School,Chip,Grocery,Q2,Apr,F,50-60,Med
T0002625,2023-11-19,Blue,20.7,19.67,681.11,0,4,Blue-collar,Graduate,Swipe,Food,Q4,Nov,M,40-50,Med
T0002626,2023-08-20,Blue,51.83,20.95,948.75,199,5,White-collar,Post-Graduate,Swipe,Bills,Q3,Aug,M,20-30,Med
T0002627,2023-09-24,Gold,81.2,2.91,1955.31,0,2,Blue-collar,High School,Swipe,Entertainment,Q3,Sep,M,30-40,High
T0002628,2023-01-29,Gold,64.24,30.72,1487.82,0,1,Selfemployed,Doctorate,Online,Bills,Q1,Jan,M,50-60,High
T0002629,2023-02-21,Silver,13.81,13.53,848.46,0,2,Businessman,High School,Chip,Fuel,Q1,Feb,F,40-50,Med
T0002630,2023-12-06,Blue,21.69,6.73,378.4,0,2,Retirees,High School,Online,Bills,Q4,Dec,F,60+,Med
T0002631,2023-10-29,Blue,55.58,17.1,976.03,0,2,White-collar,Unknown,Swipe,Grocery,Q4,Oct,F,40-50,Med
T0002632,2023-10-22,Blue,68.54,8.96,1669.57,49,3,Govt,Unknown,Swipe,Bills,Q4,Oct,F,50-60,Low
T0002633,2023-06-30,Blue,38.27,22.56,1442.98,49,2,Govt,High School,Chip,Food,Q2,Jun,M,30-40,Low
T0002634,2023-12-02,Blue,21.96,2.51,369.82,0,2,White-collar,Uneducated,Chip,Entertainment,Q4,Dec,F,50-60,High
T0002635,2023-12-18,Blue,67.87,6.08,1285.12,199,5,Govt,Unknown,Chip,Bills,Q4,Dec,F,20-30,Low
T0002636,2023-04-10,Blue,90.26,31.24,2072.79,99,4,Blue-collar,High School,Swipe,Entertainment,Q2,Apr,F,50-60,High
T0002637,2023-07-30,Blue,51.18,53.9,2118.08,0,2,White-collar,Post-Graduate,Chip,Fuel,Q3,Jul,M,20-30,High
T0002638,2023-11-07,Platinum,53.64,37.67,1846.31,0,2,Retirees,Unknown,Swipe,Entertainment,Q4,Nov,F,40-50,High
T0002639,2023-08-28,Blue,48.55,14.34,1753.98,49,1,White-collar,High School,Swipe,Fuel,Q3,Aug,M,20-30,Low
T0002640,2023-01-31,Silver,20.03,11.73,1403.33,199,1,Selfemployed,Post-Graduate,Swipe,Bills,Q1,Jan,F,40-50,Low
T0002641,2023-09-26,Platinum,54.74,23.47,1533.34,0,2,Retirees,Post-Graduate,Swipe,Fuel,Q3,Sep,M,30-40,High
T0002642,2023-08-18,Blue,40.92,18.01,1271.96,0,2,Retirees,Unknown,Chip,Bills,Q3,Aug,M,30-40,Med
T0002643,2023-04-03,Silver,13.49,3.73,247.8,199,1,Govt,Graduate,Swipe,Fuel,Q2,Apr,M,50-60,Med
T0002644,2023-08-29,Blue,2.44,0.08,42.62,0,4,Blue-collar,High School,Online,Bills,Q3,Aug,M,60+,High
T0002645,2023-02-08,Blue,92.19,45.06,2188.86,0,2,Blue-collar,Uneducated,Chip,Bills,Q1,Feb,M,40-50,Low
T0002646,2023-01-11,Blue,3.08,1.31,105.74,49,5,Selfemployed,Uneducated,Online,Entertainment,Q1,Jan,F,40-50,Low
T0002647,2023-11-07,Blue,13.45,0.23,562.42,99,2,White-collar,Uneducated,Chip,Fuel,Q4,Nov,M,50-60,Med
T0002648,2023-08-21,Blue,62.55,13.55,1157.85,49,2,Blue-collar,Uneducated,Swipe,Entertainment,Q3,Aug,M,40-50,High
T0002649,2023-05-19,Blue,35.49,20.1,1020.97,0,1,Businessman,Unknown,Online,Travel,Q2,May,F,40-50,Med
T0002650,2023-07-04,Platinum,54.0,26.0,917.31,0,2,Businessman,Graduate,Chip,Grocery,Q3,Jul,M,20-30,Low
T0002651,2023-08-12,Blue,28.45,14.39,967.66,99,3,Selfemployed,Unknown,Swipe,Entertainment,Q3,Aug,F,50-60,High
T0002652,2023-10-20,Blue,90.53,39.52,2423.37,0,3,Selfemployed,Graduate,Swipe,Bills,Q4,Oct,M,50-60,Med
T0002653,2023-08-22,Silver,29.1,12.42,722.95,199,3,Retirees,Uneducated,Chip,Travel,Q3,Aug,F,60+,Med
T0002654,2023-09-24,Blue,28.02,9.96,1253.12,199,3,Businessman,Post-Graduate,Swipe,Entertainment,Q3,Sep,F,50-60,Low
T0002655,2023-07-29,Silver,13.93,17.87,868.1,49,1,Govt,High School,Chip,Entertainment,Q3,Jul,F,50-60,Low
T0002656,2023-07-10,Blue,25.12,37.85,1577.02,0,4,Govt,Post-Graduate,Swipe,Food,Q3,Jul,F,50-60,Low
T0002657,2023-03-20,Blue,4.66,1.56,188.04,0,4,Govt,Graduate,Swipe,Food,Q1,Mar,F,30-40,Low
T0002658,2023-04-17,Blue,74.01,23.74,1552.85,49,3,Blue-collar,Post-Graduate,Swipe,Food,Q2,Apr,M,40-50,Low
T0002659,2023-09-19,Silver,116.57,57.01,2392.44,0,5,Blue-collar,Post-Graduate,Chip,Grocery,Q3,Sep,F,20-30,High
T0002660,2023-08-04,Blue,141.84,8.87,2390.34,99,2,Retirees,Doctorate,Chip,Travel,Q3,Aug,F,40-50,Low
T0002661,2023-04-29,Platinum,17.66,30.9,1653.66,199,2,Retirees,Graduate,Swipe,Bills,Q2,Apr,M,20-30,High
T0002662,2023-09-28,Gold,5.37,2.08,107.35,199,2,Retirees,High School,Chip,Bills,Q3,Sep,M,30-40,Med
T0002663,2023-01-13,Silver,1.38,1.8,94.54,199,5,Govt,Post-Graduate,Chip,Bills,Q1,Jan,F,60+,Low
T0002664,2023-05-03,Blue,90.82,30.03,1570.7,0,3,Blue-collar,Uneducated,Swipe,Food,Q2,May,F,40-50,High
T0002665,2023-07-21,Blue,23.2,11.65,1540.26,0,4,Businessman,Doctorate,Swipe,Entertainment,Q3,Jul,F,30-40,Med
T0002666,2023-04-10,Blue,22.76,11.2,1996.66,0,2,Businessman,Graduate,Online,Food,Q2,Apr,M,60+,High
T0002667,2023-09-11,Blue,67.78,39.27,1456.47,0,2,Retirees,Graduate,Swipe,Bills,Q3,Sep,F,60+,Low
T0002668,2023-03-16,Blue,8.62,6.34,529.31,49,1,Businessman,Doctorate,Chip,Entertainment,Q1,Mar,F,50-60,High
T0002669,2023-05-12,Blue,120.19,46.7,2193.62,0,1,Blue-collar,High School,Swipe,Fuel,Q2,May,F,40-50,Low
T0002670,2023-01-07,Blue,10.11,6.95,305.34,0,1,Retirees,High School,Chip,Grocery,Q1,Jan,M,20-30,Med
T0002671,2023-01-18,Platinum,125.02,21.09,2327.1,99,3,Blue-collar,Doctorate,Chip,Entertainment,Q1,Jan,F,30-40,High
T0002672,2023-03-31,Platinum,43.05,12.01,1179.49,49,5,Selfemployed,Uneducated,Swipe,Bills,Q1,Mar,F,20-30,Med
T0002673,2023-06-01,Blue,64.33,10.11,1472.31,0,3,Govt,High School,Swipe,Fuel,Q2,Jun,F,50-60,Med
T0002674,2023-06-20,Platinum,22.7,6.81,984.1,199,5,Businessman,Uneducated,Chip,Entertainment,Q2,Jun,M,40-50,Med
T0002675,2023-04-26,Blue,103.53,69.24,2464.46,0,1,Blue-collar,Unknown,Chip,Grocery,Q2,Apr,F,50-60,Low
T0002676,2023-09-09,Silver,43.67,1.36,1997.38,0,2,Selfemployed,High School,Chip,Entertainment,Q3,Sep,F,30-40,High
T0002677,2023-05-31,Blue,44.89,37.7,1549.94,99,3,White-collar,Uneducated,Swipe,Fuel,Q2,May,F,50-60,Med
T0002678,2023-04-27,Platinum,32.74,27.0,1564.98,49,3,White-collar,Post-Graduate,Swipe,Fuel,Q2,Apr,F,40-50,High
T0002679,2023-10-18,Blue,102.08,62.43,2257.55,199,2,Selfemployed,Doctorate,Swipe,Travel,Q4,Oct,M,60+,High
T0002680,2023-03-23,Blue,0.97,1.58,81.4,0,2,Blue-collar,Doctorate,Swipe,Food,Q1,Mar,M,30-40,High
T0002681,2023-04-11,Blue,78.76,32.14,1568.19,49,4,Retirees,Uneducated,Swipe,Travel,Q2,Apr,M,50-60,High
T0002682,2023-02-21,Blue,25.6,12.31,832.64,49,4,Retirees,Uneducated,Chip,Entertainment,Q1,Feb,M,50-60,Med
T0002683,2023-06-28,Blue,109.42,32.29,2046.18,199,1,Retirees,High School,Swipe,Fuel,Q2,Jun,M,50-60,Low
T0002684,2023-03-10,Blue,40.45,12.36,803.68,0,4,White-collar,Uneducated,Online,Grocery,Q1,Mar,M,40-50,Low
T0002685,2023-12-04,Blue,94.4,36.96,2180.8,49,2,White-collar,High School,Swipe,Entertainment,Q4,Dec,M,40-50,Med
T0002686,2023-01-19,Blue,5.02,9.39,404.93,49,5,Selfemployed,Uneducated,Chip,Bills,Q1,Jan,M,40-50,Low
T0002687,2023-07-09,Blue,16.3,32.51,1416.88,0,3,Selfemployed,Unknown,Swipe,Bills,Q3,Jul,M,50-60,Low
T0002688,2023-06-15,Blue,57.92,66.21,2447.82,0,1,Blue-collar,Graduate,Swipe,Fuel,Q2,Jun,M,50-60,Low
T0002689,2023-11-07,Blue,24.16,19.75,2081.05,99,4,Selfemployed,High School,Swipe,Bills,Q4,Nov,M,50-60,Low
T0002690,2023-08-23,Platinum,138.3,36.01,2335.49,0,3,Retirees,Unknown,Swipe,Fuel,Q3,Aug,M,50-60,High
T0002691,2023-07-05,Blue,81.87,13.24,1516.18,99,1,Blue-collar,Unknown,Chip,Fuel,Q3,Jul,M,40-50,Med
T0002692,2023-09-07,Blue,10.38,2.27,758.6,0,1,White-collar,Unknown,Chip,Bills,Q3,Sep,F,40-50,High
T0002693,2023-10-01,Gold,25.53,6.41,604.85,0,1,Blue-collar,Uneducated,Swipe,Grocery,Q4,Oct,F,30-40,Med
T0002694,2023-01-20,Blue,28.61,28.05,1532.08,0,4,Blue-collar,Graduate,Swipe,Entertainment,Q1,Jan,F,30-40,Low
