customer_id,gender,age_group,income_group,education_level,marital_status,state,customer_job,total_income,cust_satisfaction_score
C000710,F,30-40,High,Uneducated,Unknown,NJ,Selfemployed,58548.47,2.63
C000711,M,50-60,High,Graduate,Married,IL,Retirees,163054.77,3.3
C000712,F,50-60,Med,Unknown,Unknown,FL,Retirees,35258.87,1.82
C000713,F,50-60,Low,Graduate,Unknown,MI,Blue-collar,144153.83,3.37
C000714,M,40-50,Low,Post-Graduate,Married,MI,Blue-collar,66296.23,4.71
C000715,F,40-50,High,Graduate,Unknown,FL,Govt,112383.97,3.93
C000716,M,30-40,Med,High School,Unknown,FL,Blue-collar,123139.28,1.85
C000717,M,30-40,Low,Uneducated,Married,CA,White-collar,195843.23,1.23
C000718,F,60+,Med,Unknown,Married,MI,Retirees,80371.9,4.22
C000719,M,30-40,Low,Graduate,Single,GA,Govt,48285.42,3.22
C000720,M,40-50,Med,Post-Graduate,Single,FL,Govt,108686.23,4.6
C000721,M,40-50,High,Uneducated,Married,MI,White-collar,231186.16,3.53
C000722,F,40-50,High,Post-Graduate,Single,PA,Retirees,217104.51,3.68
C000723,M,30-40,Low,Doctorate,Single,TX,Retirees,164721.92,4.16
C000724,M,40-50,High,Unknown,Single,PA,Businessman,148626.95,4.37
C000725,F,50-60,Med,High School,Single,NJ,Businessman,106688.35,3.44
C000726,M,50-60,High,Doctorate,Unknown,IL,Govt,38663.45,2.85
C000727,F,30-40,High,Post-Graduate,Unknown,PA,White-collar,127950.31,2.32
C000728,F,60+,High,Unknown,Single,IL,Retirees,195273.77,4.07
C000729,M,20-30,High,Post-Graduate,Unknown,CA,Retirees,37180.99,2.65
C000730,F,60+,Med,Graduate,Unknown,NC,Retirees,97295.46,4.98
C000731,F,30-40,Low,Unknown,Single,MI,Selfemployed,107671.35,2.46
C000732,M,20-30,Med,High School,Single,PA,Retirees,209841.97,2.83
C000733,M,30-40,Low,Post-Graduate,Single,NC,Retirees,233338.66,4.1
C000734,F,50-60,High,High School,Single,CA,Businessman,196014.8,1.43
C000735,F,50-60,Low,Post-Graduate,Married,FL,Blue-collar,92873.26,2.2
C000736,F,40-50,High,High School,Married,NY,Selfemployed,222056.09,2.03
C000737,F,50-60,Med,Doctorate,Single,CA,Retirees,31613.07,2.99
C000738,M,30-40,Low,Graduate,Married,IL,Businessman,80999.27,2.85
C000739,F,30-40,Med,Post-Graduate,Married,NJ,Selfemployed,82759.14,2.23
C000740,M,40-50,Low,Uneducated,Single,IL,Govt,223141.41,4.76
C000741,F,20-30,Low,Graduate,Single,IL,Businessman,74709.98,4.73
C000742,F,40-50,Med,Graduate,Unknown,NJ,Govt,88163.15,4.13
C000743,M,30-40,High,Unknown,Single,NC,Retirees,218858.61,4.66
C000744,F,60+,High,Post-Graduate,Single,NY,Selfemployed,209686.76,2.28
C000745,F,30-40,Low,Unknown,Unknown,GA,Retirees,223201.74,2.23
C000746,F,30-40,Low,Uneducated,Unknown,PA,Retirees,178378.86,4.0
C000747,M,20-30,Med,Post-Graduate,Single,PA,Selfemployed,80765.17,3.88
C000748,M,40-50,High,Graduate,Married,GA,Blue-collar,18829.23,4.13
C000749,F,30-40,Med,Uneducated,Single,FL,Businessman,170976.78,1.51
C000750,F,50-60,Low,Uneducated,Married,MI,Selfemployed,21305.72,4.89
C000751,F,30-40,Low,Post-Graduate,Married,IL,Retirees,170647.48,1.73
C000752,F,50-60,High,Graduate,Single,FL,Govt,188963.63,3.95
C000753,M,20-30,Med,Post-Graduate,Married,PA,Selfemployed,166893.09,3.48
C000754,F,20-30,Low,Post-Graduate,Unknown,FL,White-collar,82111.88,2.27
C000755,F,50-60,Med,Graduate,Unknown,TX,Blue-collar,248981.67,4.68
C000756,F,20-30,High,Graduate,Unknown,NC,Blue-collar,83175.97,1.59
C000757,F,50-60,High,Unknown,Single,PA,Govt,31610.09,3.92
C000758,M,50-60,High,Doctorate,Married,PA,Selfemployed,40221.19,2.57
C000759,M,50-60,Low,High School,Unknown,CA,Selfemployed,242161.42,3.23
C000760,F,30-40,Low,Uneducated,Married,GA,Govt,74444.9,4.55
C000761,M,40-50,Low,Doctorate,Unknown,CA,Retirees,245589.38,1.2
C000762,M,30-40,Low,Graduate,Unknown,TX,White-collar,21204.32,4.23
C000763,M,30-40,High,Unknown,Married,IL,Govt,186625.02,4.4
C000764,M,40-50,Low,Unknown,Single,GA,Businessman,147558.43,4.16
C000765,M,40-50,Med,Post-Graduate,Unknown,NJ,Retirees,233975.71,2.55
C000766,F,40-50,High,Graduate,Married,NJ,Selfemployed,155921.69,2.34
C000767,M,60+,High,Graduate,Married,NY,Businessman,46243.76,1.28
C000768,M,40-50,High,Unknown,Single,PA,Businessman,158800.31,4.74
C000769,M,40-50,High,Graduate,Single,TX,Selfemployed,107758.32,1.42
C000770,M,50-60,High,High School,Unknown,MI,Businessman,160831.34,4.18
C000771,F,30-40,High,Unknown,Married,PA,Blue-collar,72967.07,1.7
C000772,F,50-60,Low,Unknown,Married,PA,Blue-collar,26878.12,1.25
C000773,F,40-50,Med,Unknown,Single,NY,Businessman,38552.57,4.86
C000774,M,30-40,Med,Graduate,Unknown,NY,Selfemployed,46490.32,4.18
C000775,M,20-30,High,Graduate,Unknown,TX,Businessman,229012.39,3.4
C000776,M,40-50,Low,High School,Single,MI,White-collar,165197.84,1.74
C000777,M,60+,High,Graduate,Single,IL,Govt,239250.2,4.22
C000778,F,60+,High,High School,Married,NY,White-collar,232007.23,2.27
C000779,M,40-50,Low,Uneducated,Unknown,NY,Businessman,146453.66,2.91
C000780,F,60+,Low,Post-Graduate,Married,IL,Retirees,179930.45,3.88
C000781,F,30-40,High,High School,Married,GA,Businessman,23473.84,1.03
C000782,F,40-50,Low,Post-Graduate,Unknown,FL,Selfemployed,71624.65,4.97
C000783,F,40-50,Low,Uneducated,Unknown,NJ,Businessman,146426.33,1.03
C000784,F,40-50,High,Post-Graduate,Single,NY,Retirees,171261.33,2.08
C000785,M,40-50,Med,High School,Married,FL,Govt,64113.79,4.27
C000786,M,40-50,High,Unknown,Single,FL,Blue-collar,168046.48,1.75
C000787,M,40-50,High,Post-Graduate,Married,NJ,Blue-collar,164435.01,4.82
C000788,F,50-60,High,Unknown,Married,NJ,Businessman,150242.1,4.81
C000789,F,40-50,Med,Unknown,Married,NC,Selfemployed,58783.05,2.67
C000790,M,50-60,Low,Unknown,Unknown,MI,Businessman,80484.39,3.79
C000791,M,40-50,Med,Unknown,Single,CA,White-collar,110777.23,2.82
C000792,F,60+,Low,Doctorate,Single,IL,White-collar,210214.03,4.27
C000793,F,50-60,Med,Post-Graduate,Single,IL,Blue-collar,101430.19,2.9
C000794,M,40-50,Med,Post-Graduate,Married,NY,Govt,187953.07,4.28
C000795,F,20-30,Low,Post-Graduate,Single,CA,Retirees,130730.83,3.47
C000796,F,40-50,High,Unknown,Unknown,NJ,Blue-collar,79874.96,1.55
C000797,M,20-30,Med,Unknown,Married,IL,Retirees,48166.16,1.72
C000798,F,50-60,Low,High School,Unknown,PA,Selfemployed,231418.96,3.45
C000799,F,30-40,High,High School,Married,NC,Govt,140113.49,4.09
C000800,F,40-50,High,Uneducated,Unknown,IL,Selfemployed,130782.26,4.97
C000801,F,20-30,Med,High School,Married,NY,White-collar,102796.9,4.22
C000802,F,40-50,Low,Doctorate,Married,GA,Retirees,129387.4,2.0
C000803,F,20-30,High,Doctorate,Single,FL,Retirees,100290.33,1.99
C000804,M,40-50,Low,Post-Graduate,Single,TX,Retirees,93755.54,1.66
C000805,F,20-30,High,Unknown,Married,IL,Selfemployed,105362.4,3.68
C000806,M,30-40,Med,Graduate,Unknown,IL,Govt,64066.94,4.25
C000807,M,40-50,Med,Doctorate,Married,PA,Selfemployed,244241.76,2.18
C000808,M,40-50,Med,High School,Married,FL,Selfemployed,25975.37,1.25
C000809,M,40-50,High,Post-Graduate,Unknown,PA,White-collar,243229.63,2.45
C000810,M,30-40,High,Post-Graduate,Single,GA,White-collar,74751.79,3.04
C000811,F,30-40,Low,Post-Graduate,Single,FL,Retirees,86456.12,4.7
C000812,M,40-50,High,Doctorate,Married,IL,Govt,56127.6,3.05
C000813,M,40-50,Low,Uneducated,Married,PA,White-collar,181442.8,4.28
C000814,F,40-50,Low,Unknown,Single,NJ,Retirees,94598.69,1.49
C000815,F,60+,Low,Doctorate,Single,IL,White-collar,117480.07,1.87
C000816,M,40-50,Low,Doctorate,Married,IL,Blue-collar,25536.88,2.86
C000817,F,40-50,Med,Graduate,Unknown,NY,Businessman,82634.08,1.21
C000818,M,40-50,High,Uneducated,Unknown,FL,Blue-collar,128837.59,3.14
C000819,M,50-60,Low,Unknown,Single,TX,Selfemployed,192840.24,3.68
C000820,M,50-60,Low,High School,Single,GA,Selfemployed,237948.47,3.18
C000821,F,50-60,Low,Graduate,Married,TX,Businessman,115724.55,3.49
C000822,F,50-60,High,High School,Single,TX,Selfemployed,127852.95,1.4
C000823,M,30-40,Low,Post-Graduate,Single,NY,Retirees,198442.77,1.99
C000824,M,60+,High,Graduate,Single,NC,Businessman,197915.44,1.93
C000825,F,50-60,Low,Post-Graduate,Single,FL,Govt,49838.51,1.21
C000826,M,50-60,Med,Doctorate,Unknown,TX,Selfemployed,120116.3,3.21
C000827,F,50-60,Med,Post-Graduate,Married,NY,Businessman,59720.88,2.66
C000828,M,40-50,Med,Uneducated,Unknown,FL,Blue-collar,53784.27,3.21
C000829,F,50-60,Low,Post-Graduate,Unknown,CA,Selfemployed,166330.76,2.64
C000830,M,40-50,High,Graduate,Single,NJ,Blue-collar,85080.88,1.61
C000831,F,50-60,Med,Doctorate,Single,IL,Retirees,182629.07,2.67
C000832,M,40-50,High,Graduate,Unknown,GA,Retirees,61715.31,2.66
C000833,F,30-40,Med,High School,Married,GA,White-collar,119490.44,3.09
C000834,M,40-50,Low,High School,Married,IL,Govt,147249.35,2.89
C000835,M,30-40,Low,Uneducated,Single,FL,Blue-collar,227500.29,3.06
C000836,M,30-40,Low,High School,Single,NY,Selfemployed,168637.5,1.01
C000837,M,30-40,High,Doctorate,Single,MI,Blue-collar,36638.97,4.2
C000838,M,40-50,High,Uneducated,Unknown,GA,Businessman,82781.75,4.54
C000839,F,30-40,Low,Uneducated,Single,NY,Retirees,138557.32,3.87
C000840,M,20-30,Low,Graduate,Married,NJ,Blue-collar,126822.37,2.26
C000841,F,40-50,High,Unknown,Unknown,FL,White-collar,226660.18,4.24
C000842,F,40-50,Med,Doctorate,Single,FL,Govt,207704.48,2.97
C000843,F,50-60,Low,Post-Graduate,Unknown,TX,Businessman,158781.79,2.08
C000844,F,30-40,Low,Unknown,Married,TX,Businessman,42549.7,2.12
C000845,M,40-50,High,Uneducated,Single,IL,Blue-collar,104338.17,3.16
C000846,F,40-50,Med,Unknown,Married,IL,White-collar,134000.59,1.77
C000847,F,60+,Low,Graduate,Unknown,TX,Blue-collar,206132.76,2.34
C000848,F,50-60,Low,Graduate,Married,CA,Businessman,208332.99,3.02
C000849,F,60+,High,High School,Married,NJ,Blue-collar,160749.75,2.53
C000850,F,40-50,High,Graduate,Single,FL,Businessman,124445.51,3.7
C000851,F,30-40,High,Post-Graduate,Single,IL,Blue-collar,185022.39,4.43
C000852,M,60+,Low,Graduate,Unknown,NJ,Govt,125332.07,2.04
C000853,F,50-60,Med,Graduate,Single,MI,Retirees,105847.77,3.83
C000854,F,40-50,Low,High School,Married,IL,White-collar,155324.03,4.14
C000855,F,40-50,High,Uneducated,Single,NJ,White-collar,28264.78,2.97
C000856,F,60+,Med,Unknown,Unknown,PA,Blue-collar,41306.29,4.13
C000857,M,50-60,High,Uneducated,Single,FL,Govt,229951.94,2.74
C000858,F,60+,Low,Post-Graduate,Married,NC,Govt,35592.73,1.55
C000859,F,30-40,Med,Uneducated,Unknown,CA,Businessman,182151.18,2.48
C000860,M,50-60,High,High School,Single,GA,Retirees,48938.71,1.69
C000861,M,20-30,Low,Unknown,Single,PA,Blue-collar,52348.15,4.05
C000862,M,40-50,Med,Unknown,Single,NC,Retirees,30372.73,2.96
C000863,F,20-30,Med,Post-Graduate,Unknown,NY,Selfemployed,214828.99,4.38
C000864,M,30-40,High,High School,Married,GA,Govt,106898.35,2.79
C000865,F,60+,High,Uneducated,Married,IL,Businessman,111662.05,3.04
C000866,F,40-50,Low,High School,Unknown,TX,Blue-collar,58222.26,2.75
C000867,F,60+,Med,High School,Unknown,TX,Govt,86879.19,3.01
C000868,M,30-40,High,Unknown,Unknown,PA,Businessman,244477.84,4.21
C000869,M,30-40,Low,Unknown,Single,FL,Retirees,229767.3,4.98
C000870,M,40-50,High,Graduate,Unknown,NC,White-collar,144588.19,4.08
C000871,F,40-50,Med,Unknown,Single,NC,White-collar,149680.39,2.25
C000872,M,50-60,Low,High School,Single,PA,Govt,180102.03,3.59
C000873,M,30-40,Low,Post-Graduate,Unknown,CA,Retirees,163324.4,1.54
C000874,F,30-40,Low,Unknown,Unknown,NC,Govt,100095.83,4.09
C000875,M,30-40,Med,Post-Graduate,Married,FL,Retirees,194195.45,2.23
C000876,M,50-60,Med,Graduate,Unknown,CA,Blue-collar,153138.32,1.91
C000877,F,20-30,Low,High School,Single,IL,White-collar,233905.09,3.95
C000878,M,50-60,Med,Post-Graduate,Unknown,NJ,Selfemployed,56813.26,1.83
C000879,F,50-60,Low,Doctorate,Married,NC,Businessman,83975.0,4.68
C000880,M,40-50,Low,Unknown,Married,NY,Blue-collar,96216.71,3.35
C000881,M,40-50,Med,Unknown,Married,NY,Govt,210294.39,2.95
C000882,M,20-30,High,Uneducated,Married,FL,Retirees,120571.21,1.51
C000883,M,40-50,Low,Graduate,Married,FL,White-collar,80500.61,3.89
C000884,F,40-50,Med,Doctorate,Single,NC,Retirees,76389.47,4.05
C000885,M,40-50,Med,Doctorate,Married,GA,Selfemployed,183643.91,1.99
C000886,F,30-40,High,Graduate,Unknown,GA,Blue-collar,41048.03,4.44
C000887,F,50-60,High,Post-Graduate,Unknown,TX,Retirees,49715.21,2.51
C000888,F,40-50,Low,High School,Unknown,NY,Govt,208651.9,1.32
C000889,M,40-50,High,Graduate,Married,FL,Selfemployed,222620.81,3.9
C000890,F,40-50,Med,Unknown,Single,PA,Selfemployed,183736.87,2.88
C000891,M,30-40,Low,Post-Graduate,Married,NJ,Blue-collar,166458.91,2.57
C000892,M,20-30,High,Graduate,Married,FL,Businessman,208122.88,2.87
C000893,M,40-50,High,Unknown,Unknown,NY,Retirees,206097.89,2.95
C000894,F,40-50,High,Doctorate,Married,PA,Retirees,67195.03,3.16
C000895,F,40-50,Med,High School,Married,TX,Blue-collar,223117.17,2.53
C000896,F,30-40,High,Post-Graduate,Unknown,IL,Retirees,16016.52,2.67
C000897,M,40-50,High,Graduate,Single,NJ,Businessman,101499.99,1.67
C000898,M,40-50,Med,Graduate,Unknown,FL,White-collar,30235.93,4.43
C000899,F,30-40,Low,Graduate,Married,FL,Retirees,33428.63,2.91
C000900,F,40-50,Low,Uneducated,Married,GA,Blue-collar,162033.26,3.87
C000901,F,40-50,Low,Uneducated,Married,CA,Selfemployed,151377.53,2.3
C000902,F,20-30,Med,Unknown,Unknown,NY,Govt,23836.47,2.07
C000903,F,50-60,Low,High School,Single,TX,Businessman,229751.43,1.18
C000904,F,30-40,Low,Post-Graduate,Married,GA,Govt,169965.38,2.44
C000905,F,20-30,Med,Unknown,Single,GA,Retirees,199316.32,1.72
C000906,M,40-50,Low,Unknown,Married,GA,White-collar,208628.64,2.51
C000907,F,30-40,High,Unknown,Single,TX,Retirees,99987.34,3.58
C000908,F,30-40,Med,Doctorate,Married,NJ,Selfemployed,166417.14,3.4
C000909,F,30-40,Low,Uneducated,Unknown,NY,Businessman,237232.97,1.52
C000910,F,30-40,Med,Post-Graduate,Single,TX,White-collar,156815.93,2.16
C000911,F,40-50,Low,Unknown,Single,IL,Retirees,114870.15,1.65
C000912,F,40-50,Med,Doctorate,Married,GA,Govt,59565.37,3.11
C000913,F,40-50,Med,Uneducated,Single,FL,Blue-collar,237807.01,4.26
C000914,M,30-40,Low,High School,Married,NC,Govt,88962.69,4.8
C000915,F,40-50,Med,Doctorate,Married,FL,Selfemployed,211416.63,4.4
C000916,F,50-60,Low,Graduate,Married,PA,Businessman,23200.25,2.65
C000917,F,60+,High,Doctorate,Single,GA,Selfemployed,186880.47,4.48
C000918,M,50-60,Low,High School,Married,TX,Selfemployed,28635.27,3.88
C000919,M,30-40,High,Post-Graduate,Unknown,MI,Govt,112993.86,1.99
C000920,F,30-40,Med,Unknown,Single,MI,White-collar,110015.94,1.64
C000921,M,40-50,Med,Post-Graduate,Unknown,NY,Businessman,211593.9,2.09
C000922,M,60+,Low,High School,Unknown,GA,Businessman,187129.74,1.05
C000923,F,40-50,Med,Unknown,Unknown,MI,Blue-collar,182739.38,2.37
C000924,F,40-50,Low,Graduate,Married,NY,Govt,174921.39,1.57
C000925,M,30-40,High,High School,Unknown,NC,Selfemployed,161809.84,3.26
C000926,F,50-60,Med,Unknown,Single,CA,White-collar,61481.67,2.58
C000927,M,50-60,Low,Post-Graduate,Married,NY,Businessman,46930.11,2.55
C000928,F,50-60,High,Uneducated,Single,NC,Businessman,65499.92,2.45
C000929,M,40-50,Med,Post-Graduate,Married,NC,Blue-collar,241223.17,3.91
C000930,M,50-60,High,Doctorate,Unknown,FL,Retirees,231951.15,3.62
C000931,M,30-40,Med,High School,Single,IL,Selfemployed,216155.52,4.85
C000932,F,50-60,Low,Unknown,Unknown,TX,White-collar,121250.36,1.57
C000933,F,50-60,High,Post-Graduate,Single,CA,Blue-collar,99481.66,4.96
C000934,M,50-60,Low,Uneducated,Single,TX,Govt,96214.36,3.24
C000935,F,30-40,High,Uneducated,Unknown,FL,Retirees,220981.88,4.16
C000936,F,40-50,Med,Graduate,Married,IL,Retirees,21009.68,1.93
C000937,M,40-50,Med,Graduate,Single,GA,White-collar,47079.51,2.68
C000938,M,50-60,High,Graduate,Unknown,PA,White-collar,240228.77,1.64
C000939,M,40-50,Low,Post-Graduate,Married,CA,Govt,16415.55,4.71
C000940,F,40-50,High,High School,Single,PA,White-collar,182226.08,3.15
C000941,M,20-30,High,Uneducated,Single,TX,Retirees,27369.01,3.27
C000942,F,20-30,High,High School,Unknown,CA,White-collar,174450.37,4.01
C000943,M,30-40,Med,High School,Unknown,GA,Retirees,170839.18,1.15
C000944,M,50-60,Med,Post-Graduate,Married,NJ,Businessman,40266.73,2.48
C000945,F,30-40,Med,High School,Single,IL,Govt,71271.77,3.97
C000946,M,30-40,Med,Graduate,Married,NJ,Blue-collar,154863.91,1.21
C000947,F,20-30,High,Graduate,Single,MI,Govt,78623.02,4.37
C000948,M,30-40,Med,High School,Married,NC,Blue-collar,53515.24,4.57
C000949,F,30-40,High,Graduate,Married,GA,Retirees,87513.91,1.57
C000950,M,40-50,Low,Graduate,Married,TX,White-collar,195911.25,1.48
C000951,M,40-50,Med,Uneducated,Married,IL,Retirees,205013.52,2.05
C000952,F,50-60,Med,High School,Married,IL,Businessman,210156.69,4.92
C000953,F,40-50,Low,Doctorate,Unknown,GA,Selfemployed,185607.68,3.79
C000954,F,60+,Low,Doctorate,Unknown,CA,Selfemployed,211508.94,2.9
C000955,F,40-50,Med,Uneducated,Unknown,NY,Blue-collar,40214.63,1.32
C000956,M,40-50,Med,Unknown,Single,FL,White-collar,59893.66,3.64
C000957,M,50-60,Med,High School,Married,IL,Selfemployed,99992.48,3.01
C000958,M,30-40,High,High School,Single,FL,Businessman,142072.28,3.98
C000959,F,30-40,Low,Uneducated,Single,TX,Govt,99136.22,3.76
C000960,F,40-50,High,Unknown,Single,NC,White-collar,32041.15,2.87
C000961,F,20-30,High,Unknown,Unknown,MI,Retirees,48649.75,4.97
C000962,F,40-50,Low,Uneducated,Unknown,NC,White-collar,99152.27,1.7
C000963,F,40-50,High,Post-Graduate,Married,FL,Govt,142559.62,2.75
C000964,M,60+,Low,High School,Married,GA,Govt,146983.31,2.11
C000965,F,20-30,Med,High School,Single,NC,Retirees,143289.14,1.44
C000966,F,50-60,High,Post-Graduate,Married,NY,Businessman,95107.99,1.92
C000967,M,20-30,Med,Unknown,Married,MI,White-collar,234000.82,1.12
C000968,F,40-50,High,Doctorate,Single,GA,Retirees,79256.93,4.75
C000969,M,30-40,High,Graduate,Married,NY,Selfemployed,92084.2,2.61
C000970,M,50-60,High,Graduate,Married,NY,Blue-collar,101961.7,1.67
C000971,F,40-50,Med,Post-Graduate,Unknown,CA,Selfemployed,194532.59,1.44
C000972,M,30-40,High,Graduate,Single,TX,Businessman,25906.88,2.58
C000973,F,50-60,High,Graduate,Married,FL,Selfemployed,136811.11,2.74
C000974,M,20-30,Med,High School,Unknown,NC,Businessman,91672.63,4.44
C000975,M,20-30,Low,Unknown,Single,PA,Businessman,240810.42,4.88
C000976,M,20-30,Low,Uneducated,Married,GA,Businessman,83490.76,3.26
C000977,M,40-50,Med,Unknown,Unknown,NC,Selfemployed,94572.64,4.38
C000978,F,40-50,Med,Doctorate,Unknown,GA,Selfemployed,37212.73,2.9
C000979,F,40-50,High,Graduate,Married,FL,Selfemployed,34615.29,4.65
C000980,M,50-60,Low,Post-Graduate,Unknown,CA,Selfemployed,236201.55,3.06
C000981,M,50-60,Low,Graduate,Single,GA,Blue-collar,33647.04,1.49
C000982,F,30-40,Med,Uneducated,Single,CA,Selfemployed,114997.52,1.18
C000983,M,40-50,Med,Uneducated,Unknown,TX,Businessman,130174.78,3.99
C000984,F,40-50,High,High School,Married,TX,Selfemployed,126163.53,4.0
C000985,F,40-50,Low,Uneducated,Married,NY,Businessman,28517.45,4.56
C000986,M,50-60,High,Post-Graduate,Single,NC,Blue-collar,175810.01,2.13
C000987,F,50-60,Low,Uneducated,Single,TX,White-collar,162517.8,1.24
C000988,F,40-50,Low,Unknown,Single,TX,Govt,137755.13,4.42
C000989,M,50-60,High,Doctorate,Single,IL,Govt,60104.45,4.72
C000990,M,30-40,Med,Unknown,Single,GA,Blue-collar,139685.36,3.63
C000991,M,40-50,High,Unknown,Unknown,NJ,Selfemployed,235892.22,2.16
C000992,F,60+,Med,Post-Graduate,Single,FL,Businessman,240243.57,4.23
C000993,F,40-50,Low,Unknown,Unknown,NJ,Govt,160610.37,3.14
C000994,F,40-50,Low,Doctorate,Married,MI,Blue-collar,204310.92,3.91
C000995,F,50-60,High,Post-Graduate,Married,GA,Businessman,50699.07,3.38
C000996,M,50-60,Med,Uneducated,Married,NC,White-collar,37853.02,2.3
C000997,F,50-60,Med,High School,Unknown,IL,Businessman,212908.88,4.48
C000998,F,40-50,Med,Unknown,Married,NC,White-collar,207071.16,1.13
C000999,F,50-60,Med,High School,Married,NY,White-collar,78519.22,2.81
C001000,M,40-50,Med,Doctorate,Single,NY,White-collar,214361.06,3.53
C001001,F,50-60,Med,Graduate,Married,IL,Selfemployed,181755.87,2.98
C001002,F,40-50,Low,High School,Single,NY,Retirees,181094.16,1.13
C001003,M,40-50,Low,Uneducated,Single,NC,Selfemployed,143824.45,4.22
C001004,M,50-60,Med,High School,Single,FL,Govt,82327.98,4.86
C001005,F,50-60,Low,High School,Married,IL,Businessman,151098.67,2.03
C001006,M,30-40,High,High School,Married,TX,Blue-collar,163150.23,3.81
C001007,F,60+,Low,Unknown,Single,TX,Govt,238295.97,2.24
C001008,F,50-60,High,Doctorate,Married,TX,Blue-collar,213050.93,2.12
C001009,F,30-40,High,Uneducated,Unknown,FL,Selfemployed,24024.96,2.02
C001010,F,40-50,Low,Post-Graduate,Unknown,NY,Retirees,217856.85,2.37
C001011,F,40-50,High,Graduate,Single,MI,Govt,143575.01,4.8
C001012,M,20-30,High,High School,Single,GA,Govt,130529.57,3.51
C001013,F,20-30,Low,Uneducated,Single,FL,Businessman,66903.81,4.84
C001014,M,50-60,Low,Graduate,Single,MI,Retirees,164558.84,3.18
C001015,F,40-50,High,Graduate,Single,PA,Businessman,162265.39,2.96
C001016,M,40-50,Med,Uneducated,Married,NC,Govt,91820.78,4.82
C001017,M,20-30,Med,Unknown,Unknown,MI,Businessman,99214.31,4.49
C001018,F,50-60,Med,Post-Graduate,Single,NJ,Selfemployed,241260.81,2.9
C001019,F,50-60,Low,High School,Married,PA,Businessman,149895.88,1.49
C001020,M,40-50,Med,Doctorate,Unknown,TX,Retirees,223661.69,3.78
C001021,M,30-40,Med,Unknown,Married,GA,White-collar,218095.46,2.63
C001022,M,40-50,Med,Uneducated,Single,IL,Govt,37603.51,4.95
C001023,F,40-50,High,Uneducated,Unknown,FL,Selfemployed,175589.53,1.41
C001024,M,30-40,Med,Graduate,Single,GA,Selfemployed,121749.52,2.37
C001025,M,30-40,Low,Uneducated,Single,TX,Businessman,118278.24,4.89
C001026,F,40-50,Low,Uneducated,Single,GA,Blue-collar,249913.0,2.67
C001027,M,20-30,Low,Uneducated,Married,CA,Retirees,56855.91,3.81
C001028,M,40-50,Low,High School,Married,NC,Retirees,102953.6,4.47
C001029,M,50-60,Med,Graduate,Unknown,TX,Retirees,194278.72,2.57
C001030,F,60+,Low,Post-Graduate,Single,CA,Retirees,205349.3,3.36
C001031,F,40-50,High,Unknown,Unknown,NY,White-collar,38519.5,4.37
C001032,F,20-30,High,Uneducated,Married,NJ,Govt,185044.68,1.34
C001033,M,30-40,High,Graduate,Unknown,NJ,Selfemployed,175370.63,2.64
C001034,F,30-40,Low,High School,Unknown,FL,Blue-collar,161700.81,1.44
C001035,M,30-40,High,High School,Married,MI,Businessman,120584.62,4.5
C001036,M,50-60,High,High School,Unknown,GA,White-collar,56607.12,3.54
C001037,M,50-60,High,Graduate,Single,PA,Govt,45795.08,4.33
C001038,F,40-50,Med,Uneducated,Unknown,TX,Blue-collar,163851.06,1.81
C001039,M,40-50,Med,High School,Married,GA,Blue-collar,142916.88,2.25
C001040,M,60+,High,High School,Unknown,TX,Retirees,141886.8,3.76
C001041,M,40-50,Med,Doctorate,Unknown,NC,Govt,86656.34,3.52
C001042,M,50-60,High,Uneducated,Single,NY,White-collar,218820.65,3.36
C001043,F,20-30,Low,Post-Graduate,Married,PA,Retirees,202949.56,3.91
C001044,M,40-50,High,Doctorate,Unknown,NY,Businessman,117656.88,4.51
C001045,M,40-50,Low,Graduate,Married,PA,Businessman,223345.94,2.21
C001046,M,50-60,Med,Post-Graduate,Married,NC,Retirees,71585.66,1.94
C001047,M,50-60,High,Uneducated,Single,NY,Blue-collar,49331.74,1.9
C001048,M,20-30,High,Doctorate,Married,NJ,Blue-collar,105469.15,3.18
C001049,M,30-40,Low,Uneducated,Single,FL,White-collar,101492.77,3.52
C001050,M,40-50,Med,Uneducated,Married,GA,White-collar,28841.43,4.74
C001051,M,50-60,High,Post-Graduate,Single,MI,White-collar,76569.66,4.45
C001052,M,50-60,High,Doctorate,Unknown,GA,Businessman,197101.85,1.97
C001053,M,30-40,Med,Post-Graduate,Married,FL,Selfemployed,191162.79,4.83
C001054,F,20-30,High,Unknown,Married,NY,Govt,146115.97,1.91
C001055,F,40-50,Med,Doctorate,Unknown,NJ,Selfemployed,112377.79,2.59
C001056,F,40-50,Low,High School,Married,CA,Retirees,154819.38,4.41
C001057,F,50-60,High,Unknown,Married,IL,Retirees,190244.45,5.0
C001058,M,40-50,Med,Post-Graduate,Married,IL,Blue-collar,231132.29,2.49
C001059,M,40-50,Low,Post-Graduate,Unknown,FL,Blue-collar,31087.44,4.85
C001060,F,40-50,High,Graduate,Unknown,FL,Selfemployed,98939.19,1.45
C001061,M,40-50,Med,Graduate,Unknown,PA,Businessman,179494.27,1.86
C001062,M,50-60,High,High School,Unknown,FL,Retirees,157941.15,1.54
C001063,M,40-50,Med,Unknown,Single,MI,Selfemployed,159555.16,2.81
C001064,M,40-50,High,Post-Graduate,Unknown,IL,Govt,200010.78,1.78
